3.247793936483027413e+07,5.225714305455582142e+08
2.944472375624834001e+07,4.935367524602024555e+08
2.697677674105681852e+07,4.700341588529454470e+08
2.492967852012116089e+07,4.506513453399173021e+08
2.320434024937080964e+07,4.344192546920835972e+08
2.173051217487757280e+07,4.206508178909916878e+08
2.045700339915208146e+07,4.088453233278028965e+08
1.934562903624944761e+07,3.986292331717174053e+08
1.836732640485392138e+07,3.897182087777347565e+08
1.749958453672869503e+07,3.818919776184532642e+08
1.672469652041880414e+07,3.749772457286558151e+08
1.602854294448890164e+07,3.688358030492327213e+08
1.539972721780166589e+07,3.633560692428094149e+08
1.482894948562554829e+07,3.584469723382050991e+08
1.430854570714592189e+07,3.540334421848496199e+08
1.383214320259986632e+07,3.500530426302574873e+08
1.339439972113178857e+07,3.464534202648431063e+08
1.299080331956532970e+07,3.431903476934750080e+08
1.261751713560374640e+07,3.402262057157684565e+08
1.227125772853423283e+07,3.375287936717892885e+08
1.194919881302055158e+07,3.350703880333808661e+08
1.164889441016890109e+07,3.328269908179167509e+08
1.136821699503126554e+07,3.307777246047099829e+08
1.110530733381780051e+07,3.289043418271716833e+08
1.085853351197422482e+07,3.271908239124963284e+08
1.062645724668902345e+07,3.256230516325846910e+08
1.040780601634834893e+07,3.241885323213864565e+08
1.020144986788413301e+07,3.228761728247182369e+08
1.000638201094891690e+07,3.216760894729444981e+08
9.821702496700370684e+06,3.205794482130780220e+08
9.646604423967702314e+06,3.195783294541668296e+08
9.480362227723821998e+06,3.186656132761077881e+08
9.322321692168802023e+06,3.178348815061221719e+08
9.171891399272734299e+06,3.170803338370710015e+08
9.028535377736823633e+06,3.163967156905872822e+08
8.891766760311279446e+06,3.157792559480616450e+08
8.761142291741514578e+06,3.152236130080093145e+08
8.636257557195806876e+06,3.147258278978215456e+08
8.516742823296336457e+06,3.142822833855390549e+08
8.402259401949113235e+06,3.138896682138219476e+08
8.292496461903800257e+06,3.135449457222746015e+08
8.187168225044807419e+06,3.132453262421894670e+08
8.086011494345861487e+06,3.129882427447944880e+08
7.988783468621165492e+06,3.127713293041126728e+08
7.895259806013539433e+06,3.125924020023785830e+08
7.805232903818526305e+06,3.124494419605248570e+08
7.718510366983641870e+06,3.123405802234607935e+08
7.634913641586260870e+06,3.122640842678234577e+08
7.554276792935432866e+06,3.122183459330302477e+08
7.476445410762804560e+06,3.122018706036823392e+08
7.401275626353928819e+06,3.122132674949311018e+08
7.328633228501706384e+06,3.122512409121171832e+08
7.258392866888168268e+06,3.123145823728872538e+08
7.190437332979992963e+06,3.124021634945033193e+08
7.124656909784807824e+06,3.125129295612928271e+08
7.060948782902625389e+06,3.126458936979435682e+08
6.999216506240641698e+06,3.128001315833900571e+08
6.939369516567954794e+06,3.129747766480090022e+08
6.881322691782944836e+06,3.131690157036308050e+08
6.824995948373615742e+06,3.133820849618361592e+08
6.770313874075599946e+06,3.136132664011358023e+08
6.717205392191791907e+06,3.138618844481579661e+08
6.665603454437781125e+06,3.141273029418603182e+08
6.615444759525826201e+06,3.144089223532373309e+08
6.566669495008374564e+06,3.147061772359986305e+08
6.519221100169573911e+06,3.150185338863387108e+08
6.473046047991677187e+06,3.153454881922459602e+08
6.428093644430130720e+06,3.156865636548545957e+08
6.384315843416668475e+06,3.160413095661522150e+08
6.341667076171831228e+06,3.164092993289723396e+08
6.300104093552661128e+06,3.167901289065929651e+08
6.259585820289397612e+06,3.171834153905768394e+08
6.220073220078789629e+06,3.175887956765468121e+08
6.181529170602102764e+06,3.180059252386818528e+08
6.143918347627133131e+06,3.184344769944392443e+08
6.107207117433157749e+06,3.188741402520825267e+08
6.071363436869752593e+06,3.193246197340065837e+08
6.036356760425211862e+06,3.197856346696947813e+08
6.002157953737792559e+06,3.202569179526301026e+08
5.968739213034159504e+06,3.207382153560258150e+08
5.936073990027208813e+06,3.212292848026971221e+08
5.904136921845619567e+06,3.217298956847634912e+08
5.872903765606884845e+06,3.222398282293800116e+08
5.842351337278341874e+06,3.227588729068602324e+08
5.812457454501669854e+06,3.232868298779894710e+08
5.783200883084584959e+06,3.238235084775564075e+08
5.754561286887642927e+06,3.243687267313804030e+08
5.726519180857980624e+06,3.249223109043796062e+08
5.699055886981272139e+06,3.254840950772491693e+08
5.672153492942241952e+06,3.260539207499622107e+08
5.645794813302382827e+06,3.266316364698212743e+08
5.619963353015819564e+06,3.272170974825139642e+08
5.594643273123021238e+06,3.278101654044730663e+08
5.569819358469743282e+06,3.284107079150459766e+08
5.545476987314508297e+06,3.290185984671015739e+08
5.521602102696267888e+06,3.296337160147936940e+08
5.498181185444588773e+06,3.302559447573092580e+08
5.475201228723116219e+06,3.308851738975216150e+08
5.452649714005774818e+06,3.315212974145364761e+08
5.430514588392423466e+06,3.321642138492118716e+08
