2.219783210129990039e+03,1.565402532224104881e+01,2.235437235452231107e+03
1.987410894993720603e+03,1.501458576702793302e+01,2.002425480760748542e+03
1.798343372087955458e+03,1.449672852630114050e+01,1.812840100614256698e+03
1.641516751664313688e+03,1.406941224047933403e+01,1.655586163904793011e+03
1.509339913580948632e+03,1.371133788517356678e+01,1.523051251466122267e+03
1.396431078213674255e+03,1.340740438815292279e+01,1.409838482601827081e+03
1.298868550273223946e+03,1.314660671439590978e+01,1.312015156987619775e+03
1.213727015012724451e+03,1.292073503904221354e+01,1.226647750051766707e+03
1.138780002766681037e+03,1.272354008340157172e+01,1.151503542850082567e+03
1.072302965570107517e+03,1.255018070100064165e+01,1.084853146271108244e+03
1.012939390553605108e+03,1.239684830008125083e+01,1.025336238853686382e+03
9.596076004653767768e+02,1.226050540366343888e+01,9.718681058690401642e+02
9.114345112227329082e+02,1.213869982972305372e+01,9.235732110524559175e+02
8.677076681065560706e+02,1.202943014603849647e+01,8.797370982525945919e+02
8.278399348439344294e+02,1.193104661798595245e+01,8.397709814619204280e+02
7.913431053390116858e+02,1.184217718510183914e+01,8.031852825241135179e+02
7.578079138621028505e+02,1.176167138556280989e+01,7.695695852476657137e+02
7.268887039162909787e+02,1.168855734821615755e+01,7.385772612645071149e+02
6.982915364316827436e+02,1.162200843173224740e+01,7.099135448634150407e+02
6.717648695403485135e+02,1.156131707677614351e+01,6.833261866171246766e+02
6.470921836961734925e+02,1.150587411458427667e+01,6.585980578107577230e+02
6.240860943371399117e+02,1.145515224781825836e+01,6.355412465849581167e+02
6.025836134131119479e+02,1.140869275373362335e+01,6.139923061668455375e+02
5.824423064532580838e+02,1.136609469912242076e+01,5.938084011523804975e+02
5.635371537385694864e+02,1.132700613009911095e+01,5.748641598686685938e+02
5.457579695289435904e+02,1.129111682710415998e+01,5.570490863560477237e+02
5.290072669221416390e+02,1.125815230982521875e+01,5.402654192319668027e+02
5.131984810826006651e+02,1.122786884731011803e+01,5.244263499299107707e+02
4.982544825760466551e+02,1.120004928183237070e+01,5.094545318578790329e+02
4.841063270137582322e+02,1.117449951564862154e+01,4.952808265294068519e+02
4.706921983175743662e+02,1.115104554093987055e+01,4.818432438585142563e+02
4.579565115087534082e+02,1.112953091732465971e+01,4.690860424260780519e+02
4.458491476179735855e+02,1.110981462010550302e+01,4.569589622380790956e+02
4.343247985647802807e+02,1.109176919713546816e+01,4.454165677619157577e+02
4.233424040001584103e+02,1.107527918381503618e+01,4.344176831839734518e+02
4.128646653985097714e+02,1.106023973496257184e+01,4.239249051334723504e+02
4.028576253156612665e+02,1.104655543967598952e+01,4.139041807553372792e+02
3.932903018423604067e+02,1.103413929122666737e+01,4.043244411335870723e+02
3.841343699888719811e+02,1.102291178881027633e+01,3.951572817776822717e+02
3.753638831207767339e+02,1.101280015185984240e+01,3.863766832726365692e+02
3.669550286950199620e+02,1.100373763079119449e+01,3.779587663258111547e+02
3.588859134699438869e+02,1.099566290064275620e+01,3.698815763705866289e+02
3.511363741237737486e+02,1.098851952620419681e+01,3.621248936499779347e+02
3.436878098443827412e+02,1.098225548898771642e+01,3.546700653333704736e+02
3.365230339746206596e+02,1.097682276786424715e+01,3.474998567424848943e+02
3.296261422309490854e+02,1.097217696638770512e+01,3.405983191973367639e+02
3.229823953763574309e+02,1.096827698086628899e+01,3.339506723572237092e+02
3.165781145321469694e+02,1.096508470407597002e+01,3.275431992362229607e+02
3.104005875692553786e+02,1.096256476023859783e+01,3.213631523294939711e+02
