3.247793936483027413e+07,1.116843997927150726e+08,3.091864865879031420e+08,1.340261064553677589e+08
2.944472375624834001e+07,1.000320860639040470e+08,2.932096277780734301e+08,1.313001582271378189e+08
2.697677674105681852e+07,9.055188610487246513e+07,2.800197656333723068e+08,1.293982515215125382e+08
2.492967852012116089e+07,8.268881460606145859e+07,2.689124089287023544e+08,1.281034580817430913e+08
2.320434024937080964e+07,7.606208826558113098e+07,2.594038012542247772e+08,1.272672779051609933e+08
2.173051217487757280e+07,7.040174940565395355e+07,2.511506402270450592e+08,1.267847183198283315e+08
2.045700339915208146e+07,6.551108160356658697e+07,2.439024666208215356e+08,1.265795179686423391e+08
1.934562903624944761e+07,6.124334924499726295e+07,2.374721972533341050e+08,1.265950045290082395e+08
1.836732640485392138e+07,5.748687244334262609e+07,2.317172161432023048e+08,1.267882304634141922e+08
1.749958453672869503e+07,5.415514888442051411e+07,2.265268585910815597e+08,1.271260932905175090e+08
1.672469652041880414e+07,5.118013773872524500e+07,2.218139007118405700e+08,1.275826990177578032e+08
1.602854294448890164e+07,4.850758453430062532e+07,2.175086343579383492e+08,1.281375278155586272e+08
1.539972721780166589e+07,4.609369825833004713e+07,2.135546550440764427e+08,1.287741310887810290e+08
1.482894948562554829e+07,4.390274536020463705e+07,2.099058114576948881e+08,1.294791887718750536e+08
1.430854570714592189e+07,4.190527845547670126e+07,2.065239590967773795e+08,1.302418158987364173e+08
1.383214320259986632e+07,4.007681261327558756e+07,2.033772810127092600e+08,1.310530448915078789e+08
1.339439972113178857e+07,3.839682260789734125e+07,2.004390152654839754e+08,1.319054338026489019e+08
1.299080331956532970e+07,3.684797386298400164e+07,1.976864785383080244e+08,1.327927662162492275e+08
1.261751713560374640e+07,3.541552592269599438e+07,1.951003084260467291e+08,1.337098187785528600e+08
1.227125772853423283e+07,3.408686492146915197e+07,1.926638692525529861e+08,1.346521792613098025e+08
1.194919881302055158e+07,3.285113363870501518e+07,1.903627816176409721e+08,1.356161028236515522e+08
1.164889441016890109e+07,3.169893617374596000e+07,1.881845465770061016e+08,1.365983974589095116e+08
1.136821699503126554e+07,3.062210025210788846e+07,1.861182429280403852e+08,1.375963319610216320e+08
1.110530733381780051e+07,2.961348445535656810e+07,1.841542814981497526e+08,1.386075614273529649e+08
1.085853351197422482e+07,2.866682077164456248e+07,1.822842042652260661e+08,1.396300665342803299e+08
1.062645724668902345e+07,2.777658514049923420e+07,1.805005190240933895e+08,1.406621037159620225e+08
1.040780601634834893e+07,2.693789035232314467e+07,1.787965624499011040e+08,1.417021640389513075e+08
1.020144986788413301e+07,2.614639692519831657e+07,1.771663860085477829e+08,1.427489390606675446e+08
1.000638201094891690e+07,2.539823853458297253e+07,1.756046603717550039e+08,1.438012923335904777e+08
9.821702496700370684e+06,2.468995929724541306e+07,1.741065949140308499e+08,1.448582355016160905e+08
9.646604423967702314e+06,2.401846076796516776e+07,1.726678695748532414e+08,1.459189081533891261e+08
9.480362227723821998e+06,2.338095693852692842e+07,1.712845769156315327e+08,1.469825607662248611e+08
9.322321692168802023e+06,2.277493586435654759e+07,1.699531726266187429e+08,1.480485402056648433e+08
9.171891399272734299e+06,2.219812680754783750e+07,1.686704330728556514e+08,1.491162773487522900e+08
9.028535377736823633e+06,2.164847199298849702e+07,1.674334187318304181e+08,1.501852764803463221e+08
8.891766760311279446e+06,2.112410223946473002e+07,1.662394425849875808e+08,1.512551061763070524e+08
8.761142291741514578e+06,2.062331585957485437e+07,1.650860426925141811e+08,1.523253914388512671e+08
8.636257557195806876e+06,2.014456032827672362e+07,1.639709583152806163e+08,1.533958068906472921e+08
8.516742823296336457e+06,1.968641630548080802e+07,1.628921090563773513e+08,1.544660708675740957e+08
8.402259401949113235e+06,1.924758366755855083e+07,1.618475765828145742e+08,1.555359402770393789e+08
8.292496461903800257e+06,1.882686925926938653e+07,1.608355885598239899e+08,1.566052061107650697e+08
8.187168225044807419e+06,1.842317612399843335e+07,1.598545044890993834e+08,1.576736895189189613e+08
8.086011494345861487e+06,1.803549400835838914e+07,1.589028031907635927e+08,1.587412383672840595e+08
7.988783468621165492e+06,1.766289096873995662e+07,1.579790717088744640e+08,1.598077242112580538e+08
7.895259806013539433e+06,1.730450593353891373e+07,1.570819954536169767e+08,1.608730396308623552e+08
7.805232903818526305e+06,1.695954209655666351e+07,1.562103494207756519e+08,1.619370958787831664e+08
7.718510366983641870e+06,1.662726103526753187e+07,1.553629903525164723e+08,1.629998208011656404e+08
7.634913641586260870e+06,1.630697746289905906e+07,1.545388497226325274e+08,1.640611569962088168e+08
7.554276792935432866e+06,1.599805453610515594e+07,1.537369274460130930e+08,1.651210601808044910e+08
7.476445410762804560e+06,1.569989965085238218e+07,1.529562862256304026e+08,1.661794977395590842e+08
7.401275626353928819e+06,1.541196066831031442e+07,1.521960464622697830e+08,1.672364474340510070e+08
7.328633228501706384e+06,1.513372252033883333e+07,1.514553816620417833e+08,1.682918962531737983e+08
7.258392866888168268e+06,1.486470415079513192e+07,1.507335142852113247e+08,1.693458393879303932e+08
7.190437332979992963e+06,1.460445575456368923e+07,1.500297119871559143e+08,1.703982793162681460e+08
7.124656909784807824e+06,1.435255628106510639e+07,1.493432842084369063e+08,1.714492249853057563e+08
7.060948782902625389e+06,1.410861117317548394e+07,1.486735790763375759e+08,1.724986910799947679e+08
6.999216506240641698e+06,1.387225031607979536e+07,1.480199805848044753e+08,1.735466973685493767e+08
6.939369516567954794e+06,1.364312617368349433e+07,1.473819060237186551e+08,1.745932681162071228e+08
6.881322691782944836e+06,1.342091209288913012e+07,1.467588036318529248e+08,1.756384315598762929e+08
6.824995948373615742e+06,1.320530075837287307e+07,1.461501504508746862e+08,1.766822194371266663e+08
6.770313874075599946e+06,1.299600278251457214e+07,1.455554503603380919e+08,1.777246665637329817e+08
6.717205392191791907e+06,1.279274541689968109e+07,1.449742322758970857e+08,1.787658104546696544e+08
6.665603454437781125e+06,1.259527137334635854e+07,1.444060484949337840e+08,1.798056909840159714e+08
6.615444759525826201e+06,1.240333774375316501e+07,1.438504731755446196e+08,1.808443500797591805e+08
6.566669495008374564e+06,1.221671500924682617e+07,1.433071009363446832e+08,1.818818314499191642e+08
6.519221100169573911e+06,1.203518613013496995e+07,1.427755455658914447e+08,1.829181803368156552e+08
6.473046047991677187e+06,1.185854570908719301e+07,1.422554388317050934e+08,1.839534432966399491e+08
6.428093644430130720e+06,1.168659922076159716e+07,1.417464293799086809e+08,1.849876680018020272e+08
6.384315843416668475e+06,1.151916230180662870e+07,1.412481817174239159e+08,1.860209030637861788e+08
6.341667076171831228e+06,1.135606009579110146e+07,1.407603752694860101e+08,1.870531978744953275e+08
6.300104093552661128e+06,1.119712664816910028e+07,1.402827035059408545e+08,1.880846024642537832e+08
6.259585820289397612e+06,1.104220434688043594e+07,1.398148731304638386e+08,1.891151673748563528e+08
6.220073220078789629e+06,1.089114340461960435e+07,1.393566033273698688e+08,1.901449435461831689e+08
6.181529170602102764e+06,1.074380137919890881e+07,1.389076250612604618e+08,1.911739822150753140e+08
6.143918347627133131e+06,1.060004272877663374e+07,1.384676804250615239e+08,1.922023348252744377e+08
6.107207117433157749e+06,1.045973839902660251e+07,1.380365220326683521e+08,1.932300529473676980e+08
6.071363436869752593e+06,1.032276543960747123e+07,1.376139124524892569e+08,1.942571882077695429e+08
6.036356760425211862e+06,1.018900664753383398e+07,1.371996236787095666e+08,1.952837922258680761e+08
6.002157953737792559e+06,1.005835023527041078e+07,1.367934366373025179e+08,1.963099165585546494e+08
5.968739213034159504e+06,9.930689521576911211e+06,1.363951407241048217e+08,1.973356126514231861e+08
5.936073990027208813e+06,9.805922643299758434e+06,1.360045333725069165e+08,1.983609317960025966e+08
5.904136921845619567e+06,9.683952286476910114e+06,1.356214196484983563e+08,1.993859250924132168e+08
5.872903765606884845e+06,9.564685435260176659e+06,1.352456118710526824e+08,2.004106434169784188e+08
5.842351337278341874e+06,9.448033137292504311e+06,1.348769292559606433e+08,2.014351373942481875e+08
5.812457454501669854e+06,9.333910284295469522e+06,1.345151975814073086e+08,2.024594573730363548e+08
5.783200883084584959e+06,9.222235406729638577e+06,1.341602488737137914e+08,2.034836534060805738e+08
5.754561286887642927e+06,9.112930481482386589e+06,1.338119211118152142e+08,2.045077752329526842e+08
5.726519180857980624e+06,9.005920751631826162e+06,1.334700579491728544e+08,2.055318722659083605e+08
5.699055886981272139e+06,8.901134557408988476e+06,1.331345084517565370e+08,2.065559935783754289e+08
5.672153492942241952e+06,8.798503177555143833e+06,1.328051268512946367e+08,2.075801878958201706e+08
5.645794813302382827e+06,8.697960680334568024e+06,1.324817723124020100e+08,2.086045035887426436e+08
5.619963353015819564e+06,8.599443783525466919e+06,1.321643087128649950e+08,2.096289886675864756e+08
5.594643273123021238e+06,8.502891722761452198e+06,1.318526044361332059e+08,2.106536907793618143e+08
5.569819358469743282e+06,8.408246127649873495e+06,1.315465321752151251e+08,2.116786572057964504e+08
5.545476987314508297e+06,8.315450905134737492e+06,1.312459687472313643e+08,2.127039348628584743e+08
5.521602102696267888e+06,8.224452129613786936e+06,1.309507949179368615e+08,2.137295703014926314e+08
5.498181185444588773e+06,8.135197939360082150e+06,1.306608952355658412e+08,2.147556097094379365e+08
5.475201228723116219e+06,8.047638438826054335e+06,1.303761578734171987e+08,2.157820989140061140e+08
5.452649714005774818e+06,7.961725606446623802e+06,1.300964744806200862e+08,2.168090833857039511e+08
5.430514588392423466e+06,7.877413207581788301e+06,1.298217400405768156e+08,2.178366082426016927e+08
