6.266619501761139371e+06,1.449817584519499540e+07,4.506966540735803843e+08,5.761359477438714504e+08
6.533678611143341288e+06,1.523063167635554075e+07,3.543885435036159754e+08,4.292133386712880731e+08
6.779072677767446265e+06,1.589873032413274050e+07,3.040299078063459396e+08,3.527443577702908516e+08
7.006240788226696663e+06,1.651133509009692073e+07,2.724670758274468184e+08,3.050297617515847683e+08
7.218863385656662285e+06,1.707968053738433123e+07,2.505468156125093699e+08,2.720240072486208677e+08
7.419772193233123049e+06,1.761257335876470804e+07,2.342832738730417490e+08,2.476211438114006519e+08
7.611083043238089420e+06,1.811659853926566243e+07,2.216480021595969200e+08,2.287197570752550960e+08
7.794396111585053615e+06,1.859671568317383528e+07,2.114932959781849384e+08,2.135686059606680870e+08
7.970945758249823004e+06,1.905672880458903313e+07,2.031177663945740461e+08,2.010996689090771079e+08
8.141703339990859851e+06,1.949961300654822588e+07,1.960668816923097372e+08,1.906222408819834888e+08
8.307447333229267970e+06,1.992773795425099134e+07,1.900321573600776196e+08,1.816684991212913990e+08
8.468811847098503262e+06,2.034302231875506043e+07,1.847962627139730453e+08,1.739095110073756278e+08
8.626320849713860080e+06,2.074704242721793056e+07,1.802012934810795784e+08,1.671067483751012087e+08
8.780412808193091303e+06,2.114111019133192301e+07,1.761295155010894537e+08,1.610826974244922101e+08
8.931458772344326600e+06,2.152633006460320950e+07,1.724911906524158716e+08,1.557023017030219734e+08
9.079775884852834046e+06,2.190364141244244576e+07,1.692166091393440962e+08,1.508608324313184619e+08
9.225637639903090894e+06,2.227385054603397846e+07,1.662507173179904819e+08,1.464757205935170650e+08
9.369281788613129407e+06,2.263765530267810822e+07,1.635494007219861746e+08,1.424809127649665177e+08
9.510916513252470642e+06,2.299566416300413013e+07,1.610768533602858782e+08,1.388228814291769266e+08
9.650725308474367484e+06,2.334841130322816968e+07,1.588036781393587589e+08,1.354577476642685831e+08
9.788870883415259421e+06,2.369636858061680198e+07,1.567054905136553645e+08,1.323491686469053030e+08
9.925498312865594402e+06,2.403995517556041479e+07,1.547618754967947602e+08,1.294667616314087510e+08
1.006073760578479059e+07,2.437954542190572619e+07,1.529555972934831381e+08,1.267849110566029847e+08
1.019470581684853509e+07,2.471547522136068344e+07,1.512719924854726195e+08,1.242818537436880171e+08
1.032750879604635760e+07,2.504804734021332860e+07,1.496984985662771463e+08,1.219389689420712590e+08
1.045924264895561710e+07,2.537753581559795141e+07,1.482242836285413504e+08,1.197402213130846173e+08
1.058999496377944015e+07,2.570418964624148607e+07,1.468399525831128955e+08,1.176717195106265843e+08
1.071984584887851961e+07,2.602823590366011858e+07,1.455373119400113821e+08,1.157213631295111626e+08
1.084886881519634463e+07,2.634988237044185400e+07,1.443091798704943061e+08,1.138785579153423160e+08
1.097713153086216748e+07,2.666931978995034099e+07,1.431492316206872463e+08,1.121339842164615393e+08
1.110469646978329681e+07,2.698672379466888309e+07,1.420518727728378773e+08,1.104794073373178989e+08
1.123162147178931534e+07,2.730225656716477871e+07,1.410121346265888810e+08,1.089075211445654184e+08
1.135796022855925933e+07,2.761606827729356289e+07,1.400255872877176404e+08,1.074118182685012519e+08
1.148376270695847645e+07,2.792829833118340373e+07,1.390882670354425311e+08,1.059864817309339643e+08
1.160907551930877753e+07,2.823907646103903651e+07,1.381966152819439769e+08,1.046262939531042129e+08
1.173394224846912734e+07,2.854852367972576618e+07,1.373474270035650134e+08,1.033265599522430450e+08
1.185840373425746337e+07,2.885675311994558573e+07,1.365378069577053785e+08,1.020830421913255006e+08
1.198249832666323148e+07,2.916387077449989319e+07,1.357651323359327316e+08,1.008919050542169064e+08
1.210626211041709594e+07,2.946997615143418312e+07,1.350270207662547231e+08,9.974966731402224302e+07
1.222972910476538911e+07,2.977516285565191507e+07,1.343213027836716771e+08,9.865316127300085127e+07
1.235293144170046039e+07,3.007951910677492619e+07,1.336459980511019826e+08,9.759949749773252010e+07
1.247589952540907264e+07,3.038312820153963566e+07,1.329992947424533367e+08,9.658603426832771301e+07
1.259866217529415525e+07,3.068606892777574062e+07,1.323795316034187078e+08,9.561035101645272970e+07
1.272124675458385982e+07,3.098841593598866463e+07,1.317851822890880704e+08,9.467022515245816112e+07
1.284367928625834174e+07,3.129024007370674610e+07,1.312148416450958252e+08,9.376361178336301446e+07
1.296598455778577924e+07,3.159160868702596426e+07,1.306672136539743543e+08,9.288862590592585504e+07
1.308818621595594846e+07,3.189258589318770170e+07,1.301411008133443594e+08,9.204352672640742362e+07
1.321030685292948596e+07,3.219323282750070095e+07,1.296353947494489551e+08,9.122670381388930976e+07
1.333236808447486348e+07,3.249360786748319864e+07,1.291490678999799490e+08,9.043666483959870040e+07
1.345439062124163844e+07,3.279376683673650026e+07,1.286811661253406405e+08,8.967202469237002730e+07
1.357639433381113969e+07,3.309376319073349237e+07,1.282308021284472942e+08,8.893149579173627496e+07
1.369839831217575260e+07,3.339364818644124269e+07,1.277971495806702971e+08,8.821387944628193974e+07
1.382042092021847889e+07,3.369347103745728731e+07,1.273794378661785722e+08,8.751805812677991390e+07
1.394247984569718502e+07,3.399327905614250898e+07,1.269769473692709804e+08,8.684298854205350578e+07
1.406459214617887326e+07,3.429311778405195475e+07,1.265890052396951318e+08,8.618769542100402713e+07
1.418677429131830856e+07,3.459303111182332039e+07,1.262149815797497630e+08,8.555126591739855707e+07
1.430904220183084905e+07,3.489306138954085112e+07,1.258542860044533610e+08,8.493284456513726711e+07
1.443141128547118604e+07,3.519324952848577499e+07,1.255063645324369073e+08,8.433162872122532129e+07
1.455389647029469535e+07,3.549363509508097172e+07,1.251706967706556320e+08,8.374686444176986814e+07
1.467651223544943519e+07,3.579425639774835110e+07,1.248467933606928587e+08,8.317784274327342212e+07
1.479927263971976005e+07,3.609515056732666492e+07,1.245341936584171057e+08,8.262389620743699372e+07
1.492219134802097455e+07,3.639635363162153959e+07,1.242324636222379804e+08,8.208439589284089208e+07
1.504528165602044575e+07,3.669790058460295200e+07,1.239411938881502748e+08,8.155874852126535773e+07
1.516855651305411384e+07,3.699982545073270798e+07,1.236599980123896599e+08,8.104639391033849120e+07
1.529202854346103780e+07,3.730216134478652477e+07,1.233885108646760583e+08,8.054680262728527188e+07
1.541571006650023535e+07,3.760494052763003111e+07,1.231263871571110487e+08,8.005947384187674522e+07
1.553961311493392102e+07,3.790819445820659399e+07,1.228733000953389406e+08,7.958393335866935551e+07
1.566374945240345784e+07,3.821195384209239483e+07,1.226289401401691437e+08,7.911973181125052273e+07
1.578813058968761005e+07,3.851624867687779665e+07,1.223930138691343665e+08,7.866644300290089846e+07
1.591276779993211664e+07,3.882110829463356733e+07,1.221652429285821319e+08,7.822366237986408174e+07
1.603767213292913325e+07,3.912656140168273449e+07,1.219453630679093003e+08,7.779100562485378981e+07
1.616285442851975001e+07,3.943263611589694023e+07,1.217331232484474182e+08,7.736810735977341235e+07
1.628832532918450795e+07,3.973936000169092417e+07,1.215282848202574849e+08,7.695461994772912562e+07
1.641409529188330844e+07,4.004676010290306807e+07,1.213306207608083487e+08,7.655021238548514247e+07
1.654017459919767827e+07,4.035486297370636463e+07,1.211399149701030850e+08,7.615456927836126089e+07
1.666657336982698180e+07,4.066369470769929886e+07,1.209559616173767447e+08,7.576738989040970802e+07
1.679330156848420203e+07,4.097328096530801058e+07,1.207785645349488854e+08,7.538838726340153813e+07
1.692036901523223892e+07,4.128364699961495399e+07,1.206075366552625299e+08,7.501728739877156913e+07
