6.266619501761139371e+06,9.908043269273312092e+08
6.533678611143341288e+06,7.578858282736505270e+08
6.779072677767446265e+06,6.367059649400365353e+08
7.006240788226696663e+06,5.611431958657302856e+08
7.218863385656662285e+06,5.089268561245642900e+08
7.419772193233123049e+06,4.703725992767942548e+08
7.611083043238089420e+06,4.405596793237137198e+08
7.794396111585053615e+06,4.167084984348218441e+08
7.970945758249823004e+06,3.971232275598479509e+08
8.141703339990859851e+06,3.807067408212605119e+08
8.307447333229267970e+06,3.667156775295073986e+08
8.468811847098503262e+06,3.546271957281804681e+08
8.626320849713860080e+06,3.440620343628801703e+08
8.780412808193091303e+06,3.347378646339998245e+08
8.931458772344326600e+06,3.264398282485908270e+08
9.079775884852834046e+06,3.190012750052760243e+08
9.225637639903090894e+06,3.122907885553827882e+08
9.369281788613129407e+06,3.062032187667623758e+08
9.510916513252470642e+06,3.006533412786815166e+08
9.650725308474367484e+06,2.955712837909949422e+08
9.788870883415259421e+06,2.908991673435946107e+08
9.925498312865594402e+06,2.865886000194904804e+08
1.006073760578479059e+07,2.825987795367124677e+08
1.019470581684853509e+07,2.788950378862749338e+08
1.032750879604635760e+07,2.754477116535770297e+08
1.045924264895561710e+07,2.722312555377705097e+08
1.058999496377944015e+07,2.692235397234480977e+08
1.071984584887851961e+07,2.664052878220276833e+08
1.084886881519634463e+07,2.637596234172936082e+08
1.097713153086216748e+07,2.612717013327165842e+08
1.110469646978329681e+07,2.589284055849248767e+08
1.123162147178931534e+07,2.567181002667328119e+08
1.135796022855925933e+07,2.546304227689107060e+08
1.148376270695847645e+07,2.526561111165902019e+08
1.160907551930877753e+07,2.507868589813539982e+08
1.173394224846912734e+07,2.490151932898388505e+08
1.185840373425746337e+07,2.473343703931422830e+08
1.198249832666323148e+07,2.457382875689478517e+08
1.210626211041709594e+07,2.442214072577287555e+08
1.222972910476538911e+07,2.427786919285978675e+08
1.235293144170046039e+07,2.414055478608007431e+08
1.247589952540907264e+07,2.400977764373822212e+08
1.259866217529415525e+07,2.388515317958923578e+08
1.272124675458385982e+07,2.376632838807845116e+08
1.284367928625834174e+07,2.365297861037533283e+08
1.296598455778577924e+07,2.354480469495645761e+08
1.308818621595594846e+07,2.344153049722487926e+08
1.321030685292948596e+07,2.334290067145316601e+08
1.333236808447486348e+07,2.324867871559840441e+08
1.345439062124163844e+07,2.315864523554085493e+08
1.357639433381113969e+07,2.307259640029333830e+08
1.369839831217575260e+07,2.299034256389359236e+08
1.382042092021847889e+07,2.291170703318032026e+08
1.394247984569718502e+07,2.283652496358728409e+08
1.406459214617887326e+07,2.276464236756184101e+08
1.418677429131830856e+07,2.269591522230845690e+08
1.430904220183084905e+07,2.263020866533305645e+08
1.443141128547118604e+07,2.256739626777789593e+08
1.455389647029469535e+07,2.250735937682713270e+08
1.467651223544943519e+07,2.244998651957252026e+08
1.479927263971976005e+07,2.239517286167383194e+08
1.492219134802097455e+07,2.234281971497340202e+08
1.504528165602044575e+07,2.229283408892147541e+08
1.516855651305411384e+07,2.224512828129773140e+08
1.529202854346103780e+07,2.219961950420504808e+08
1.541571006650023535e+07,2.215622954184154272e+08
1.553961311493392102e+07,2.211488443687683344e+08
1.566374945240345784e+07,2.207551420267244577e+08
1.578813058968761005e+07,2.203805255886294842e+08
1.591276779993211664e+07,2.200243668809267282e+08
1.603767213292913325e+07,2.196860701193519831e+08
1.616285442851975001e+07,2.193650698423750401e+08
1.628832532918450795e+07,2.190608290030559301e+08
1.641409529188330844e+07,2.187728372051990032e+08
1.654017459919767827e+07,2.185006090710431337e+08
1.666657336982698180e+07,2.182436827290610075e+08
1.679330156848420203e+07,2.180016184115397930e+08
1.692036901523223892e+07,2.177739971526199579e+08
1.704778539430075511e+07,2.175604195783884525e+08
1.717556026241718605e+07,2.173605047813975811e+08
1.730370305668587610e+07,2.171738892727097273e+08
1.743222310204373300e+07,2.170002260052053928e+08
1.756112961832081154e+07,2.168391834624587297e+08
1.769043172693045437e+07,2.166904448080101013e+08
1.782013845721214265e+07,2.165537070903153419e+08
1.795025875244859606e+07,2.164286804990766048e+08
1.808080147557666153e+07,2.163150876690274477e+08
1.821177541461010650e+07,2.162126630275900364e+08
1.834318928779055178e+07,2.161211521831182241e+08
1.847505174848293141e+07,2.160403113507153988e+08
1.860737138982818648e+07,2.159699068128914833e+08
1.874015674916753545e+07,2.159097144124976397e+08
1.887341631224907935e+07,2.158595190756416321e+08
1.900715851722875237e+07,2.158191143624194860e+08
1.914139175847479329e+07,2.157883020435152054e+08
1.927612439018551633e+07,2.157668917008316517e+08
1.941136472982858866e+07,2.157547003504916430e+08
1.954712106140967458e+07,2.157515520866403580e+08
1.968340163857603446e+07,2.157572777446315289e+08
1.982021468756469712e+07,2.157717145822709799e+08
