1.906475679482866337e-01,1.855909257117003552e-01,9.734764922993515146e-01,2.857254893962641318e-01,1.800254137261696197e-01,9.421841657432996620e-01,6.472310799365362799e-01
2.354991782415596369e-01,2.289940752352843112e-01,9.723773855397371824e-01,3.473442615522002175e-01,2.221436257764925482e-01,9.395044052949239610e-01,6.577167130976369069e-01
2.683550589278181908e-01,2.606719540514257361e-01,9.713696290761596464e-01,3.910974655697529445e-01,2.528995292291624786e-01,9.370790384622222913e-01,6.656999106269105848e-01
2.939355884789685014e-01,2.852464353905783123e-01,9.704385810056072037e-01,4.243261489597614511e-01,2.767701694163248183e-01,9.348710438205610762e-01,6.721271359255083233e-01
3.146719794365693268e-01,3.050961219418229509e-01,9.695687632820301216e-01,4.507100500588030467e-01,2.960600711443656108e-01,9.328361056500850124e-01,6.774917041076792268e-01
3.319718485863880630e-01,3.215971629891297701e-01,9.687482970576086760e-01,4.723328838200665514e-01,3.121027630510629924e-01,9.309398448238255241e-01,6.820849690764119178e-01
3.467189083002547578e-01,3.356129179148908959e-01,9.679683163522591061e-01,4.904785619293985377e-01,3.257350022452469296e-01,9.291566778099428214e-01,6.860934239951704816e-01
3.595020424302339812e-01,3.477183277277638429e-01,9.672221202894641934e-01,5.059888903825929818e-01,3.375140990863821355e-01,9.274673932610405513e-01,6.896436119352753469e-01
3.707320751397750191e-01,3.583142345821105912e-01,9.665045422547197118e-01,5.194427906328142885e-01,3.478286592492738638e-01,9.258572881811215627e-01,6.928253028055134655e-01
3.807062334082859101e-01,3.676904651970778759e-01,9.658115179920121474e-01,5.312537668963067672e-01,3.569596997236688107e-01,9.243148836410990388e-01,6.957044555885087966e-01
3.896460235220520207e-01,3.760628818484082481e-01,9.651397913653415594e-01,5.417264182579266674e-01,3.651165479871154029e-01,9.228310505709497180e-01,6.983309334701919280e-01
3.977206323425236389e-01,3.835962645607211563e-01,9.644867109392546434e-01,5.510909376370918267e-01,3.724590150342929062e-01,9.213984075174912469e-01,7.007433304675442232e-01
4.050619958677065258e-01,3.904190397682369418e-01,9.638500865327983558e-01,5.595250852973189248e-01,3.791116689154754860e-01,9.200108979384039598e-01,7.029721169028718686e-01
4.117748447427426184e-01,3.966330955584190798e-01,9.632280859852345722e-01,5.671686914865218254e-01,3.851733475478044677e-01,9.186634875505459430e-01,7.050417604890106826e-01
4.179436019242304123e-01,4.023205187650217840e-01,9.626191594098360005e-01,5.741335226603053732e-01,3.907236887926359703e-01,9.173519434349526325e-01,7.069721987132792096e-01
4.236372410876801942e-01,4.075483385809031689e-01,9.620219826154351450e-01,5.805101711202604875e-01,3.958277286962569308e-01,9.160726699064897227e-01,7.087798867247441237e-01
4.289127854784491323e-01,4.123719415413876210e-01,9.614354141515965013e-01,5.863729768178762569e-01,4.005392120887443230e-01,9.148225845467187201e-01,7.104785594620153244e-01
4.338178773293906998e-01,4.168375784904340686e-01,9.608584622111739915e-01,5.917836144489321271e-01,4.049030231131273694e-01,9.135990231633047687e-01,7.120797966057716977e-01
4.383926976777978712e-01,4.209842371018376328e-01,9.602902587835648873e-01,5.967937545794492760e-01,4.089570007931735418e-01,9.123996659292736844e-01,7.135934484894593810e-01
4.426714231491651885e-01,4.248450623016232219e-01,9.597300392224887844e-01,6.014470693458827677e-01,4.127333163558405404e-01,9.112224792672979357e-01,7.150279620523346535e-01
4.466833468362721993e-01,4.284484488118431855e-01,9.591771259135101202e-01,6.057807658201648238e-01,4.162595327007631574e-01,9.100656696032812798e-01,7.163906336832258637e-01
4.504537516096038807e-01,4.318188921091980492e-01,9.586309150854710470e-01,6.098267734374195337e-01,4.195594296561774850e-01,9.089276461830090303e-01,7.176878077567149239e-01
4.540045983313665268e-01,4.349776588110343956e-01,9.580908660611299199e-01,6.136126743260333916e-01,4.226536541609227648e-01,9.078069908911992059e-01,7.189250342588817677e-01
4.573550738657923276e-01,4.379433203217318327e-01,9.575564924206859674e-01,6.171624400058789428e-01,4.255602378624508408e-01,9.067024335399330726e-01,7.201071951998060383e-01
4.605220316185980600e-01,4.407321816919697044e-01,9.570273546803550468e-01,6.204970204704879366e-01,4.282950131060743182e-01,9.056128314721189065e-01,7.212386069330289917e-01
4.635203487921648602e-01,4.433586292951794405e-01,9.565030541819306009e-01,6.236348194721889060e-01,4.308719501990942446e-01,9.045371526010206331e-01,7.223231036787247650e-01
4.663632184478767595e-01,4.458354149729296667e-01,9.559832279585286363e-01,6.265920811765167686e-01,4.333034330635912035e-01,9.034744612095663152e-01,7.233641062384444931e-01
4.690623900612950203e-01,4.481738899991924430e-01,9.554675443934591561e-01,6.293832071294332975e-01,4.356004862216379392e-01,9.024239059840496457e-01,7.243646789371340766e-01
4.716283690313959331e-01,4.503841990657374006e-01,9.549556995282352245e-01,6.320210179488133795e-01,4.377729630053115994e-01,9.013847098703874350e-01,7.253275771270749628e-01
4.740705832180199808e-01,4.524754421611173472e-01,9.544474139055127981e-01,6.345169708122343488e-01,4.398297026252364073e-01,9.003561614273624114e-01,7.262552870662697391e-01
4.763975227955294933e-01,4.544558104727915993e-01,9.539424298556747894e-01,6.368813413256673162e-01,4.417786620416401799e-01,8.993376074174679324e-01,7.271500595908972908e-01
4.786168583608394478e-01,4.563327011250328247e-01,9.534405091535531618e-01,6.391233764860483335e-01,4.436270273050951229e-01,8.983284464271422687e-01,7.280139387028717879e-01
4.807355412045605236e-01,4.581128145611729208e-01,9.529414309857292542e-01,6.412514240293817336e-01,4.453813080605694141e-01,8.973281233481892327e-01,7.288487859645516043e-01
4.827598888615726169e-01,4.598022376059414107e-01,9.524449901797575890e-01,6.432730423663519659e-01,4.470474181590575191e-01,8.963361245834147173e-01,7.296563014155994509e-01
4.846956584433110837e-01,4.614065146449862764e-01,9.519509956554549346e-01,6.451950944664598397e-01,4.486307447405672444e-01,8.953519738645621118e-01,7.304380415888513944e-01
4.865481097735229188e-01,4.629307088902156475e-01,9.514592690652922125e-01,6.470238283960211279e-01,4.501362076979473215e-01,8.943752285902624166e-01,7.311954350936721303e-01
4.883220599713431476e-01,4.643794553312866613e-01,9.509696435965609984e-01,6.487649467016878280e-01,4.515683110738879513e-01,8.934054766076997556e-01,7.319297961494627414e-01
4.900219308258541018e-01,4.657570066815359122e-01,9.504819629125098590e-01,6.504236664252465161e-01,4.529311876601889719e-01,8.924423333744918585e-01,7.326423363836663816e-01
4.916517900673110786e-01,4.670672733938180388e-01,9.499960802133411431e-01,6.520047712128911321e-01,4.542286378426013682e-01,8.914854394476902089e-01,7.333341751539107500e-01
4.932153874483710121e-01,4.683138586348426502e-01,9.495118574009716594e-01,6.535126567241305029e-01,4.554641635532842847e-01,8.905344582553138544e-01,7.340063486097719858e-01
4.947161863938828175e-01,4.695000889558651469e-01,9.490291643339497929e-01,6.549513703379915563e-01,4.566409980467246443e-01,8.895890741128038570e-01,7.346598176738876607e-01
4.961573918521150484e-01,4.706290412752061059e-01,9.485478781609728571e-01,6.563246459862258630e-01,4.577621320962659279e-01,8.886489904525197714e-01,7.352954750930211780e-01
4.975419748778501239e-01,4.717035666883382938e-01,9.480678827231504568e-01,6.576359348067746247e-01,4.588303371116315699e-01,8.877139282391798281e-01,7.359141516857543586e-01
4.988726943937279446e-01,4.727263115394759185e-01,9.475890680165862667e-01,6.588884321991246296e-01,4.598481855984973277e-01,8.867836245481003354e-01,7.365166218938939968e-01
5.001521165070292874e-01,4.736997361212610391e-01,9.471113297080360205e-01,6.600851017715844149e-01,4.608180693158213659e-01,8.858578312863956139e-01,7.371036087283726612e-01
