7.497486656529084712e+02,2.446801488393005997e+01,7.742166805368385667e+02
6.241061283567348710e+02,1.982890342741363554e+01,6.439350317841484639e+02
5.610154249033051883e+02,1.741744840713467468e+01,5.784328733104398452e+02
5.232598758429506915e+02,1.591524300406693726e+01,5.391751188470176430e+02
4.983585096169306894e+02,1.487827955154976856e+01,5.132367891684804135e+02
4.809104321215683626e+02,1.411350690867452329e+01,4.950239390302429001e+02
4.681859077640424402e+02,1.352284670721738458e+01,4.817087544712598515e+02
4.586516751141937220e+02,1.305090517540193140e+01,4.717025802895956303e+02
4.513778335039472154e+02,1.266389179098898765e+01,4.640417252949362137e+02
4.457664875677285750e+02,1.233994903611667660e+01,4.581064366038452249e+02
4.414151147555471653e+02,1.206426968819016032e+01,4.534793844437373309e+02
4.380424596357296991e+02,1.182644082901852300e+01,4.498689004647482079e+02
4.354458779051077499e+02,1.161891037313248276e+01,4.470647882782402576e+02
4.334755568269419541e+02,1.143605737671371614e+01,4.449116142036556880e+02
4.320182878389206849e+02,1.127360492564177541e+01,4.432918927645624763e+02
4.309868931141555777e+02,1.112823630887594994e+01,4.421151294230315330e+02
4.303131286742042221e+02,1.099733651436262960e+01,4.413104651885668659e+02
4.299427965976307746e+02,1.087881357039631958e+01,4.408216101680271208e+02
4.298323017271174535e+02,1.077097223912131341e+01,4.406032739662387598e+02
4.299461770092537449e+02,1.067242291324963865e+01,4.406185999225033925e+02
4.302552730363157139e+02,1.058201472037906044e+01,4.408372877566947636e+02
4.307354122114080042e+02,1.049878560981766995e+01,4.412341978212256777e+02
4.313663738023294059e+02,1.042192456914251686e+01,4.417882983714719103e+02
4.321311184876151401e+02,1.035074264612409678e+01,4.424818611337392440e+02
4.330151888091331216e+02,1.028465045761961072e+01,4.432998392667527128e+02
4.340062405707510038e+02,1.022314054210819734e+01,4.442293811128591869e+02
4.350936729177753364e+02,1.016577337362367750e+01,4.452594462913990014e+02
4.362683336256727671e+02,1.011216617489344394e+01,4.463804998005662128e+02
4.375222823088300856e+02,1.006198389297088625e+01,4.475842662018009719e+02
4.388485986660660956e+02,1.001493186168651484e+01,4.488635305277526300e+02
4.402412260594909412e+02,9.970749791719006438e+00,4.502119758512099565e+02
4.416948430454128811e+02,9.929206814327461217e+00,4.516240498597403530e+02
4.432047571898323213e+02,9.890097367845863019e+00,4.530948545576781612e+02
4.447668167799648700e+02,9.853237763181429187e+00,4.546200545431462956e+02
4.463773370048298261e+02,9.818463300112915348e+00,4.561958003049427361e+02
4.480330379095022977e+02,9.785625833266360374e+00,4.578186637427686492e+02
4.497309919871872808e+02,9.754591707425719349e+00,4.594855836946130125e+02
4.514685797055522585e+02,9.725239997918466273e+00,4.611938197034707514e+02
4.532434515998052689e+02,9.697461004349866798e+00,4.629409126041551303e+02
4.550534958282409548e+02,9.671154955799863728e+00,4.647246507840408185e+02
4.568968102934287572e+02,9.646230893369912351e+00,4.665430411867986891e+02
4.587716785968181625e+02,9.622605702149376938e+00,4.683942842989675341e+02
4.606765492258415975e+02,9.600203269614883794e+00,4.702767524954564919e+02
4.626100174779843428e+02,9.578953751453008536e+00,4.721889712294373567e+02
4.645708097113115969e+02,9.558792929013193884e+00,4.741296026403247765e+02
4.665577695798569380e+02,9.539661645211371166e+00,4.760974312250683056e+02
4.685698459684745103e+02,9.521505307840573806e+00,4.780913512763150948e+02
4.706060823876949257e+02,9.504273450996233663e+00,4.801103558386911345e+02
4.726656076269734399e+02,9.487919346768871165e+00,4.821535269737423164e+02
4.747476274958908675e+02,9.472399660551348077e+00,4.842200271564421996e+02
4.768514175087734657e+02,9.457674144301982722e+00,4.863090916530754271e+02
4.789763163897176810e+02,9.443705362933430436e+00,4.884200217526511096e+02
4.811217202930055237e+02,9.430458449691359490e+00,4.905521787426968672e+02
4.832870776489704099e+02,9.417900886970489438e+00,4.927049785359408816e+02
4.854718845580713378e+02,9.406002309507421444e+00,4.948778868675787521e+02
4.876756806666271018e+02,9.394734327306137445e+00,4.970704149939332410e+02
4.898980454667376421e+02,9.384070366005213160e+00,4.992821158327428748e+02
4.921385949706196925e+02,9.373985522696910877e+00,5.015125804933165909e+02
4.943969787161304907e+02,9.364456435464925121e+00,5.037614351515954354e+02
4.966728770658752410e+02,9.355461165128104994e+00,5.060283382310033176e+02
4.989659987670636951e+02,9.346979087865564750e+00,5.083129778549292723e+02
5.012760787434378358e+02,9.338990797562411572e+00,5.106150695410002527e+02
5.036028760940558868e+02,9.331478016854141799e+00,5.129343541109100215e+02
5.059461722770813026e+02,9.324423515972709353e+00,5.152705957930539853e+02
5.083057694585160675e+02,9.317811038594443929e+00,5.176235804971105381e+02
5.106814890097173816e+02,9.311625233996325690e+00,5.199931142437137623e+02
5.130731701375752891e+02,9.305851594889379186e+00,5.223790217324647074e+02
5.154806686345312983e+02,9.300476400381411324e+00,5.247811450349126972e+02
5.179038557363240898e+02,9.295486663575612596e+00,5.271993423998997059e+02
5.203426170769578221e+02,9.290870083367073207e+00,5.296334871603248757e+02
5.227968517314441215e+02,9.286615000045484791e+00,5.320834667314895796e+02
5.252664713379831483e+02,9.282710354354831495e+00,5.345491816923379247e+02
5.277513992920389683e+02,9.279145649695717424e+00,5.370305449417346608e+02
5.302515700056733294e+02,9.275910917190076432e+00,5.395274809228634467e+02
5.327669282260742420e+02,9.272996683354755021e+00,5.420399249094290326e+02
5.352974284079450626e+02,9.270393940157287460e+00,5.445678223481023679e+02
5.378430341349129549e+02,9.268094117248734776e+00,5.471111282521617341e+02
5.404037175855681880e+02,9.266089056188475226e+00,5.496698066417566224e+02
5.429794590402594849e+02,9.264370986494299132e+00,5.522438300267538125e+02
5.455702464250737194e+02,9.262932503366197778e+00,5.548331789284399065e+02
5.481760748898199154e+02,9.261766546947072243e+00,5.574378414367670302e+02
